Game,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Turok,2008,Action,Touchstone,0.81,0.42,0.02,0.17,1.43
Turok: Evolution,2002,Shooter,Acclaim Entertainment,1.41,0.75,0.0,0.2,2.3600000000000003
Twin Strike: Operation Thunder,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04
Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41
Twisted Metal: Head On,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77
Two Worlds,2007,Role-Playing,SouthPeak Games,0.41,0.22,0.0,0.07,0.7
Two Worlds II,2011,Role-Playing,Unknown,0.75,0.26,0.09,0.1,1.2000000000000002
Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,0.9199999999999999,0.54,0.0,0.16999999999999998,1.6199999999999999
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,0.49,0.26,0.0,0.08,0.8400000000000001
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,0.16,0.09000000000000001,0.0,0.02,0.28
Tycoon City: New York,2006,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
UEFA Champions League 2006-2007,2007,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,0.11000000000000001,0.060000000000000005,0.0,0.02,0.19
UEFA Euro 2016,2016,Sports,Konami Digital Entertainment,0.0,0.22,0.04,0.04,0.29
UFC 2009 Undisputed,2009,Fighting,THQ,2.55,0.8300000000000001,0.01,0.43,3.8200000000000003
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.61,0.26,0.0,0.09,0.96
UFC Undisputed 2010,2010,Fighting,THQ,1.81,0.77,0.02,0.33,2.94
UFC Undisputed 3,2012,Action,THQ,1.27,0.52,0.03,0.21000000000000002,2.02
UFC: Sudden Impact,2004,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18
UFC: Tapout 2,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1
Ultimate Band,2008,Misc,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23
Ultimate Brain Games,2003,Misc,Telegames,0.06,0.02,0.0,0.0,0.08
Ultimate Fighting Championship,2000,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25
Ultimate Fighting Championship: Throwdown,2002,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32
Ultimate Ghosts 'n Goblins,2006,Platform,Capcom,0.07,0.0,0.0,0.01,0.08
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0.17,0.15,0.08,0.05,0.44999999999999996
Ultimate Mortal Kombat,2007,Fighting,Midway Games,0.07,0.01,0.0,0.01,0.09
Ultimate NES Remix,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27
Ultimate Spider-Man,2005,Action,Activision,1.51,0.28,0.0,0.15,1.93
Ultra Street Fighter IV,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1
Unchained Blades,2011,Role-Playing,FuRyu,0.0,0.0,0.1,0.0,0.1
Uncharted 2: Among Thieves,2009,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66
Uncharted 3: Drake's Deception,2011,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74
Uncharted 4: A Thief's End,2016,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38
Uncharted: Drake's Fortune,2007,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92
Uncharted: Golden Abyss,2011,Shooter,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53
Uncharted: The Nathan Drake Collection,2015,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62
Undead Knights,2009,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12
Unit 13,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5
Universal Studios Theme Parks Adventure,2001,Misc,Kemco,0.08,0.02,0.0,0.0,0.1
Universe at War: Earth Assault,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1
Unlimited Saga,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77
Unreal Championship,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74
Unreal II: The Awakening,2004,Shooter,Atari,0.17,0.04,0.0,0.01,0.21
Unreal Tournament,2000,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58
Unreal Tournament 2003,2002,Shooter,Atari,0.0,0.01,0.0,0.0,0.01
Unreal Tournament 2004,2004,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
Unreal Tournament III,2007,Shooter,Midway Games,0.33,0.28,0.0,0.11,0.73
Unreal Tournament III,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47
Until Dawn,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66
Until Dawn: Rush of Blood,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0.0,0.07,0.39
Untold Legends: Brotherhood of the Blade,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09
Untold Legends: Dark Kingdom,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
Untold Legends: The Warriors Code,2006,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,0.33
Up,2009,Action,THQ,0.5700000000000001,0.41000000000000003,0.0,0.12,1.1
Urban Chaos: Riot Response,2006,Shooter,Eidos Interactive,0.04,0.02,0.0,0.01,0.08
Urban Reign,2005,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08
Uru: Ages Beyond Myst,2003,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
V-Rally 3,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.06
Vagrant Story,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87
Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,0.02,0.08,0.0,0.01,0.12
Valhalla Knights,2006,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24
Valhalla Knights 2,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23
Valhalla Knights 3,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18
Valhalla Knights: Eldar Saga,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14
Valkyria Chronicles,2008,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27
Valkyria Chronicles II,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53
Valkyrie Drive: Bhikkhuni,2015,Action,PQube,0.0,0.03,0.07,0.01,0.11
Valkyrie Profile,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
Valkyrie Profile 2: Silmeria,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47
Valkyrie Profile: Covenant of the Plume,2008,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,0.42
Valkyrie Profile: Lenneth,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36
Vampire Night,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
Vampire Rain,2007,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21
Vampire Rain: Altered Species,2008,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06
Van Helsing,2004,Action,Activision,0.29000000000000004,0.2,0.0,0.06,0.54
Van Helsing,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18
Vanguard Bandits,1998,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07
Vanquish,2010,Shooter,Sega,0.4,0.37,0.14,0.12,1.03
Velvet Assassin,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18
Venetica,2009,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
Venetica,2010,Role-Playing,DTP Entertainment,0.16,0.06,0.0,0.02,0.25
Vexx,2003,Platform,Acclaim Entertainment,0.25,0.12,0.0,0.03,0.4
Victorious Boxers: Ippo's Road to Glory,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47
Victorious Boxers: Revolution,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14
Vietcong,2003,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02
Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,0.15,0.09000000000000001,0.0,0.02,0.26
Viewtiful Joe,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62
Viewtiful Joe,2004,Action,Capcom,0.14,0.11,0.0,0.04,0.28
Viewtiful Joe 2,2004,Action,Capcom,0.27,0.12,0.0,0.04,0.43
Viewtiful Joe: Red Hot Rumble,2005,Action,Capcom,0.04,0.01,0.0,0.0,0.06
Viewtiful Joe: Red Hot Rumble,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.09
Viking: Battle for Asgard,2008,Action,Sega,0.30000000000000004,0.4,0.0,0.12000000000000001,0.8200000000000001
Virtua Fighter 4,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
Virtua Fighter 4: Evolution,2003,Fighting,Sega,0.35,0.27,0.0,0.09,0.71
Virtua Fighter 5,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08
Virtua Fighter 5 Online,2007,Fighting,Sega,0.2,0.02,0.03,0.02,0.28
Virtua Striker 2002,2002,Sports,Sega,0.01,0.0,0.03,0.0,0.05
Virtua Tennis 2009,2009,Sports,Sega,0.32999999999999996,0.61,0.0,0.13,1.08
Virtua Tennis 3,2007,Sports,Sega,0.28,0.61,0.03,0.22,1.1400000000000001
Virtua Tennis 4,2011,Sports,Sega,0.25,0.44,0.04,0.12,0.85
Viva Pinata,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62
Viva Pinata,2007,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
Viva Pinata: Party Animals,2007,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23
Viva Pinata: Pocket Paradise,2008,Simulation,THQ,0.26,0.23,0.0,0.06,0.55
Viva Pinata: Trouble in Paradise,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47
Voodoo Vince,2003,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
WRC: FIA World Rally Championship,2005,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
WWE '12,2011,Fighting,THQ,1.5,0.93,0.02,0.32,2.78
WWE '13,2012,Action,THQ,1.34,1.06,0.0,0.37,2.77
WWE 2K14,2013,Sports,Take-Two Interactive,1.13,0.8300000000000001,0.0,0.29000000000000004,2.25
WWE 2K15,2014,Sports,Take-Two Interactive,1.42,1.29,0.0,0.43,3.1399999999999997
WWE 2K16,2015,Sports,Take-Two Interactive,0.73,0.82,0.0,0.25,1.7999999999999998
WWE 2K17,2016,Sports,Take-Two Interactive,0.29000000000000004,0.46,0.0,0.11,0.86
WWE All Stars,2011,Fighting,THQ,0.71,0.49,0.0,0.17,1.35
WWE Crush Hour,2003,Racing,THQ,0.23,0.15,0.0,0.04,0.43
WWE Day of Reckoning,2004,Fighting,THQ,0.35,0.09,0.0,0.01,0.45
WWE Day of Reckoning 2,2005,Fighting,THQ,0.26,0.07,0.0,0.01,0.34
WWE Raw 2,2003,Fighting,THQ,0.43,0.11,0.0,0.02,0.56
WWE Road to WrestleMania X8,2002,Fighting,THQ,0.19,0.07,0.0,0.0,0.27
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,3.4,1.8399999999999999,0.02,2.14,7.39
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,2.17,1.11,0.03,0.44,3.74
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,2.77,1.09,0.01,0.9800000000000001,4.86
WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,1.88,1.15,0.02,0.41000000000000003,3.4699999999999998
WWE SmackDown vs. Raw 2011,2010,Fighting,THQ,0.88,0.81,0.01,0.26,1.9700000000000002
WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,0.36,0.0,0.0,0.03,0.4
WWE Survivor Series,2004,Fighting,THQ,0.09,0.04,0.0,0.0,0.13
WWE WrestleMania 21,2005,Fighting,THQ,0.34,0.1,0.0,0.02,0.45
WWE Wrestlemania X8,2002,Fighting,THQ,0.38,0.1,0.0,0.01,0.49
WWE Wrestlemania XIX,2003,Fighting,THQ,0.26,0.07,0.0,0.01,0.33
WWF Raw,2002,Fighting,THQ,0.4,0.13,0.0,0.02,0.55
WWII Aces,2008,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27
Wade Hixton's Counter Punch,2004,Sports,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision,0.12,0.06999999999999999,0.0,0.02,0.21000000000000002
Wall-E,2008,Platform,THQ,1.13,0.88,0.0,0.8,2.8
Wanted: Weapons of Fate,2009,Shooter,Warner Bros. Interactive Entertainment,0.31000000000000005,0.25,0.01,0.08,0.6599999999999999
War for the Overworld,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
War of the Monsters,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54
WarJetz,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04
WarTech: Senko no Ronde,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04
Warcraft III: Reign of Chaos,2002,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,0.13
Warcraft III: The Frozen Throne,2003,Strategy,Activision,0.58,0.87,0.0,0.09,1.54
"Warhammer 40,000: Dawn of War",2004,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
"Warhammer 40,000: Dawn of War II",2009,Strategy,THQ,0.0,0.45,0.0,0.02,0.47
"Warhammer 40,000: Dawn of War II - Retribution",2011,Strategy,THQ,0.0,0.06,0.0,0.02,0.08
"Warhammer 40,000: Fire Warrior",2003,Shooter,THQ,0.08,0.06,0.0,0.02,0.15
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.47,0.5800000000000001,0.0,0.16999999999999998,1.2000000000000002
"Warhammer 40,000: Squad Command",2007,Strategy,THQ,0.16,0.14,0.0,0.09,0.38
Warhammer Online: Age of Reckoning,2008,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
Warhammer: Battle For Atluma,2006,Action,Namco Bandai Games,0.06,0.0,0.0,0.01,0.07
Warhammer: Battle March,2008,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11
Warhammer: Mark of Chaos,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03
Warhawk,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06
Wario Land 4,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
Wario World,2003,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44
Wario: Master of Disguise,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65
WarioWare D.I.Y.,2009,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59
WarioWare: Smooth Moves,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89
Warriors Orochi,2007,Action,Tecmo Koei,0.28,0.09999999999999999,0.64,0.05,1.07
Warriors Orochi,2008,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2
Warriors Orochi 2,2008,Action,Tecmo Koei,0.16,0.05,0.23,0.030000000000000002,0.48
Warriors Orochi 3,2011,Action,Ubisoft Annecy,0.09,0.07,0.6,0.02,0.78
Warriors Orochi 3 Hyper,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08
Warriors of Might and Magic,2001,Adventure,3DO,0.09,0.07,0.0,0.02,0.17
Warriors of the Lost Empire,2007,Role-Playing,Mercury Games,0.05,0.0,0.0,0.0,0.06
Warriors: Legends of Troy,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19
Warship Gunner 2,2006,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03
Wasteland 2,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05
Wasteland 2,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1
Watch Dogs,2014,Action,Ubisoft,2.52,2.7399999999999998,0.11,0.8200000000000001,6.2
Watch Dogs 2,2016,Action,Ubisoft,0.54,0.74,0.0,0.21,1.4899999999999998
Wave Race: Blue Storm,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6
Way of the Samurai,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
Way of the Samurai 2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33
Way of the Samurai 3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52
Way of the Samurai 3,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21
Way of the Samurai 4,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19
We Cheer,2008,Simulation,505 Games,0.47,0.0,0.0,0.04,0.52
We Love Katamari,2005,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52
We Ski,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67
Wet,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61
Where the Wild Things Are,2009,Platform,Warner Bros. Interactive Entertainment,0.19,0.01,0.0,0.02,0.22
Whiplash,2003,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13
Whirl Tour,2002,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22
Whirl Tour,2002,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05
White Knight Chronicles II,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63
White Knight Chronicles: International Edition,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
Wii Fit,2007,Sports,Nintendo,8.92,8.03,3.6,2.15,22.7
Wii Fit Plus,2009,Sports,Nintendo,9.01,8.49,2.53,1.77,21.79
Wii Fit U,2013,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85
Wii Music,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25
Wii Party,2010,Misc,Nintendo,1.75,3.47,2.49,0.67,8.38
Wii Party U,2013,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75
Wii Play,2006,Misc,Nintendo,13.96,9.18,2.93,2.84,28.92
Wii Play: Motion,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92
Wii Sports,2006,Sports,Nintendo,41.36,28.96,3.77,8.45,82.53
Wii Sports Club,2014,Sports,Nintendo,0.17,0.14,0.04,0.03,0.38
Wii Sports Resort,2009,Sports,Nintendo,15.61,10.93,3.28,2.95,32.77
Wild ARMs 3,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62
Wild ARMs 4,2005,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14
Wild ARMs 5,2006,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28
Wild ARMs XF,2007,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14
Wild ARMs: Alter Code F,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
Wildstar,2014,Role-Playing,NCSoft,0.08,0.07,0.0,0.01,0.16
WinBack: Covert Operations,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29
Wing Commander: Prophecy,2003,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05
Wing Island,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05
Wings of War,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,0.2,3.1100000000000003,1.34,0.88,5.52
Winter Sports: The Ultimate Challenge,2007,Sports,RTL,0.45,0.67,0.0,0.12,1.24
Winter Stars,2011,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09
WipEout 3,1999,Racing,Psygnosis,0.19,0.13,0.0,0.02,0.34
WipEout Fusion,2002,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25
WipEout HD Fury,2009,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.07
WipEout Pulse,2007,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.31
WipEout Pure,2005,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03
WipEout XL,1996,Racing,Psygnosis,0.14,0.1,0.0,0.02,0.25
Wipeout 2048,2012,Racing,Sony Computer Entertainment,0.13,0.17,0.0,0.05,0.35
Wipeout: In The Zone,2011,Misc,Activision,0.87,0.0,0.0,0.06,0.93
Without Warning,2005,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04
Wizardry: Tale of the Forsaken Land,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.09
Wolfenstein,2009,Shooter,Activision,0.54,0.52,0.0,0.18,1.24
Wolfenstein 3D,2002,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17
Wolfenstein: The New Order,2014,Shooter,Bethesda Softworks,0.94,1.37,0.03,0.32999999999999996,2.68
Wolfenstein: The Old Blood,2015,Action,Bethesda Softworks,0.17,0.4,0.02,0.06999999999999999,0.6699999999999999
Women's Volleyball Championship,2007,Sports,Spike,0.0,0.0,0.03,0.0,0.03
Wonder World Amusement Park,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05
WordJong,2007,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.15
World Championship Poker,2004,Misc,Play It,0.8,0.03,0.0,0.13,0.95
World Championship Poker 2: Featuring Howard Lederer,2005,Misc,505 Games,0.12,0.0,0.0,0.01,0.14
World Championship Pool 2004,2004,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05
World Destruction League: Thunder Tanks,2000,Action,3DO,0.16999999999999998,0.13,0.0,0.03,0.34
World Poker Tour,2005,Misc,Take-Two Interactive,0.15000000000000002,0.09,0.0,0.03,0.27
World Racing,2003,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07
World Series Baseball,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23
World Series Baseball 2K3,2003,Sports,Sega,0.22999999999999998,0.13,0.0,0.04,0.4
World Series of Poker,2005,Misc,Activision,0.5800000000000001,0.01,0.0,0.08,0.6799999999999999
World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,0.06,0.01,0.0,0.01,0.08
World Soccer Winning Eleven 6 International,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
World Soccer Winning Eleven 7 International,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
World Soccer Winning Eleven 8 International,2004,Sports,Konami Digital Entertainment,0.23,1.91,1.12,0.68,3.94
World Soccer Winning Eleven 9,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44
World Tour Soccer,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07
World Tour Soccer 2002,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
World Tour Soccer 2003,2002,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
World Tour Soccer 2005,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16
World Tour Soccer 2006,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
World in Conflict,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
World of Final Fantasy,2016,Role-Playing,Square Enix,0.12,0.2,0.16,0.07,0.54
World of Goo,2008,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04
World of Outlaws: Sprint Cars,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18
World of Outlaws: Sprint Cars 2002,2002,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48
World of Tanks,2011,Shooter,Wargaming.net,0.0,0.23,0.0,0.05,0.29
World of Warcraft,2004,Role-Playing,Activision,0.08,6.21,0.0,0.0,6.29
World of Warcraft: Cataclysm,2010,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08
World of Warcraft: Legion,2016,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32
World of Warcraft: Mists of Pandaria,2012,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82
World of Warcraft: The Burning Crusade,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09
World of Warcraft: Warlords of Draenor,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.03,0.47
World of Warcraft: Wrath of the Lich King,2008,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32
World's Scariest Police Chases,2001,Racing,Activision,0.2,0.14,0.0,0.02,0.36
WorldShift,2009,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02
Worldwide Soccer Manager 2008,2007,Sports,Russel,0.0,1.12,0.0,0.0,1.12
Worldwide Soccer Manager 2009,2008,Simulation,Sega,0.0,1.14,0.0,0.01,1.15
Worms,2007,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
Worms,2009,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02
Worms 3D,2003,Strategy,Sega,0.15,0.07,0.0,0.02,0.25
Worms 4: Mayhem,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04
Worms Forts: Under Siege,2004,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
Worms Forts: Under Siege,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07
Worms Reloaded,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
Worms World Party,2001,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02
Worms: A Space Oddity,2008,Strategy,THQ,0.06,0.02,0.0,0.01,0.08
Worms: Open Warfare,2006,Strategy,THQ,0.16,0.45,0.0,0.24000000000000002,0.85
Worms: Open Warfare 2,2007,Strategy,THQ,0.11000000000000001,0.5,0.0,0.18000000000000002,0.79
Worms: Ultimate Mayhem,2011,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04
Worms: WMD,2016,Action,Sold Out,0.02,0.02,0.0,0.0,0.04
Wrath Unleashed,2004,Strategy,LucasArts,0.07,0.04,0.0,0.01,0.12000000000000001
Wreckless: ThE YaKuza MisSiOns,2002,Racing,Activision,0.42,0.11,0.02,0.02,0.57
X Rebirth,2013,Simulation,Koch Media,0.0,0.08,0.0,0.0,0.08
X-Blades,2009,Action,SouthPeak Games,0.17,0.05,0.04,0.02,0.27
X-Men Legends,2004,Role-Playing,Activision,2.03,1.07,0.0,0.26,3.36
X-Men Legends II: Rise of Apocalypse,2005,Role-Playing,Activision,1.27,0.2,0.0,0.13999999999999999,1.6099999999999999
X-Men Origins: Wolverine,2009,Action,Activision,0.47,0.1,0.0,0.07,0.64
X-Men: Destiny,2011,Action,Activision,0.44,0.14,0.0,0.06,0.64
X-Men: Mutant Academy 2,2001,Fighting,Activision,0.4,0.27,0.0,0.05,0.72
X-Men: Next Dimension,2002,Fighting,Activision,0.33,0.21,0.0,0.06,0.6
X-Men: The Official Game,2006,Action,Activision,0.71,0.23,0.0,0.07,1.0
X2: Wolverine's Revenge,2003,Platform,Activision,0.69,0.35,0.0,0.09,1.17
X3: Terran Conflict,2008,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03
XBLAZE Code: Embryo,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03
XCOM 2,2016,Strategy,Take-Two Interactive,0.15,0.22,0.0,0.04,0.42000000000000004
